"content","ecoregion","replicate","year","type","NofCell","totalCell","areaHa","areaPercentage"
"seralStage",149,7,1480,2,252,10475,1575,0.0240572792362768
"seralStage",149,7,1480,3,522,10475,3262.5,0.0498329355608592
"seralStage",149,7,1480,4,9673,10475,60456.25,0.923436754176611
"seralStage",149,7,1500,1,24,10475,150,0.00229116945107399
"seralStage",149,7,1500,2,267,10475,1668.75,0.0254892601431981
"seralStage",149,7,1500,3,547,10475,3418.75,0.0522195704057279
"seralStage",149,7,1500,4,9635,10475,60218.75,0.91980906921241
"seralStage",149,7,1520,1,23,10475,143.75,0.00219570405727924
"seralStage",149,7,1520,2,243,10475,1518.75,0.0231980906921241
"seralStage",149,7,1520,3,569,10475,3556.25,0.0543198090692124
"seralStage",149,7,1520,4,9639,10475,60243.75,0.92019093078759
"seralStage",149,7,1540,1,30,10475,187.5,0.00286396181384248
"seralStage",149,7,1540,2,251,10475,1568.75,0.0239618138424821
"seralStage",149,7,1540,3,467,10475,2918.75,0.044582338902148
"seralStage",149,7,1540,4,9725,10475,60781.25,0.928400954653938
"seralStage",149,7,1560,1,17,10475,106.25,0.00162291169451074
"seralStage",149,7,1560,2,242,10475,1512.5,0.0231026252983294
"seralStage",149,7,1560,3,511,10475,3193.75,0.0487828162291169
"seralStage",149,7,1560,4,9703,10475,60643.75,0.926300715990453
"seralStage",149,7,1580,1,29,10475,181.25,0.00276849642004773
"seralStage",149,7,1580,2,239,10475,1493.75,0.0228162291169451
"seralStage",149,7,1580,3,469,10475,2931.25,0.0447732696897375
"seralStage",149,7,1580,4,9737,10475,60856.25,0.929546539379475
"seralStage",149,7,1600,1,25,10475,156.25,0.00238663484486874
"seralStage",149,7,1600,2,230,10475,1437.5,0.0219570405727924
"seralStage",149,7,1600,3,501,10475,3131.25,0.0478281622911695
"seralStage",149,7,1600,4,9718,10475,60737.5,0.927732696897375
"seralStage",149,7,1620,1,21,10475,131.25,0.00200477326968974
"seralStage",149,7,1620,2,251,10475,1568.75,0.0239618138424821
"seralStage",149,7,1620,3,458,10475,2862.5,0.0437231503579952
"seralStage",149,7,1620,4,9742,10475,60887.5,0.930023866348449
"seralStage",149,7,1640,1,27,10475,168.75,0.00257756563245823
"seralStage",149,7,1640,2,265,10475,1656.25,0.0252983293556086
"seralStage",149,7,1640,3,513,10475,3206.25,0.0489737470167064
"seralStage",149,7,1640,4,9667,10475,60418.75,0.922863961813842
"seralStage",149,7,1660,1,33,10475,206.25,0.00315035799522673
"seralStage",149,7,1660,2,244,10475,1525,0.0232935560859189
"seralStage",149,7,1660,3,567,10475,3543.75,0.0541288782816229
"seralStage",149,7,1660,4,9627,10475,60168.75,0.919045346062052
"seralStage",149,7,1680,1,24,10475,150,0.00229116945107399
"seralStage",149,7,1680,2,241,10475,1506.25,0.0230071599045346
"seralStage",149,7,1680,3,526,10475,3287.5,0.0502147971360382
"seralStage",149,7,1680,4,9680,10475,60500,0.924105011933174
"seralStage",149,7,1700,1,19,10475,118.75,0.00181384248210024
"seralStage",149,7,1700,2,255,10475,1593.75,0.0243436754176611
"seralStage",149,7,1700,3,514,10475,3212.5,0.0490692124105012
"seralStage",149,7,1700,4,9684,10475,60525,0.924486873508353
"seralStage",149,7,1720,1,28,10475,175,0.00267303102625298
"seralStage",149,7,1720,2,227,10475,1418.75,0.0216706443914081
"seralStage",149,7,1720,3,526,10475,3287.5,0.0502147971360382
"seralStage",149,7,1720,4,9691,10475,60568.75,0.925155131264916
"seralStage",149,7,1740,1,24,10475,150,0.00229116945107399
"seralStage",149,7,1740,2,231,10475,1443.75,0.0220525059665871
"seralStage",149,7,1740,3,497,10475,3106.25,0.0474463007159905
"seralStage",149,7,1740,4,9719,10475,60743.75,0.927828162291169
"seralStage",149,7,1760,1,16,10475,100,0.00152744630071599
"seralStage",149,7,1760,2,235,10475,1468.75,0.0224343675417661
"seralStage",149,7,1760,3,491,10475,3068.75,0.046873508353222
"seralStage",149,7,1760,4,9728,10475,60800,0.928687350835322
"seralStage",149,7,1780,1,22,10475,137.5,0.00210023866348449
"seralStage",149,7,1780,2,237,10475,1481.25,0.0226252983293556
"seralStage",149,7,1780,3,473,10475,2956.25,0.0451551312649165
"seralStage",149,7,1780,4,9740,10475,60875,0.929832935560859
"seralStage",149,7,1800,1,23,10475,143.75,0.00219570405727924
"seralStage",149,7,1800,2,238,10475,1487.5,0.0227207637231504
"seralStage",149,7,1800,3,502,10475,3137.5,0.0479236276849642
"seralStage",149,7,1800,4,9709,10475,60681.25,0.926873508353222
"seralStage",149,7,1820,1,16,10475,100,0.00152744630071599
"seralStage",149,7,1820,2,246,10475,1537.5,0.0234844868735084
"seralStage",149,7,1820,3,501,10475,3131.25,0.0478281622911695
"seralStage",149,7,1820,4,9707,10475,60668.75,0.926682577565632
"seralStage",149,7,1840,1,23,10475,143.75,0.00219570405727924
"seralStage",149,7,1840,2,254,10475,1587.5,0.0242482100238663
"seralStage",149,7,1840,3,568,10475,3550,0.0542243436754177
"seralStage",149,7,1840,4,9626,10475,60162.5,0.918949880668258
"seralStage",149,7,1860,1,24,10475,150,0.00229116945107399
"seralStage",149,7,1860,2,232,10475,1450,0.0221479713603819
"seralStage",149,7,1860,3,522,10475,3262.5,0.0498329355608592
"seralStage",149,7,1860,4,9693,10475,60581.25,0.925346062052506
"seralStage",149,7,1880,1,16,10475,100,0.00152744630071599
"seralStage",149,7,1880,2,260,10475,1625,0.0248210023866348
"seralStage",149,7,1880,3,507,10475,3168.75,0.0484009546539379
"seralStage",149,7,1880,4,9689,10475,60556.25,0.924964200477327
"seralStage",149,7,1900,1,22,10475,137.5,0.00210023866348449
"seralStage",149,7,1900,2,232,10475,1450,0.0221479713603819
"seralStage",149,7,1900,3,559,10475,3493.75,0.0533651551312649
"seralStage",149,7,1900,4,9659,10475,60368.75,0.922100238663484
"seralStage",149,7,1920,1,25,10475,156.25,0.00238663484486874
"seralStage",149,7,1920,2,243,10475,1518.75,0.0231980906921241
"seralStage",149,7,1920,3,475,10475,2968.75,0.045346062052506
"seralStage",149,7,1920,4,9730,10475,60812.5,0.928878281622912
"seralStage",149,7,1940,1,33,10475,206.25,0.00315035799522673
"seralStage",149,7,1940,2,257,10475,1606.25,0.0245346062052506
"seralStage",149,7,1940,3,511,10475,3193.75,0.0487828162291169
"seralStage",149,7,1940,4,9672,10475,60450,0.923341288782816
"seralStage",149,7,1960,1,22,10475,137.5,0.00210023866348449
"seralStage",149,7,1960,2,276,10475,1725,0.0263484486873508
"seralStage",149,7,1960,3,529,10475,3306.25,0.0505011933174224
"seralStage",149,7,1960,4,9645,10475,60281.25,0.920763723150358
"seralStage",149,7,1980,1,24,10475,150,0.00229116945107399
"seralStage",149,7,1980,2,262,10475,1637.5,0.0250119331742243
"seralStage",149,7,1980,3,513,10475,3206.25,0.0489737470167064
"seralStage",149,7,1980,4,9673,10475,60456.25,0.923436754176611
"seralStage",149,7,2000,1,22,10475,137.5,0.00210023866348449
"seralStage",149,7,2000,2,264,10475,1650,0.0252028639618138
"seralStage",149,7,2000,3,540,10475,3375,0.0515513126491647
"seralStage",149,7,2000,4,9644,10475,60275,0.920668257756563
"seralStage",149,8,1400,1,26,10476,162.5,0.00248186330660557
"seralStage",149,8,1400,2,237,10476,1481.25,0.02262313860252
"seralStage",149,8,1400,3,547,10476,3418.75,0.0522145857197404
"seralStage",149,8,1400,4,9666,10476,60412.5,0.922680412371134
"seralStage",149,8,1420,1,22,10476,137.5,0.00210003818251241
"seralStage",149,8,1420,2,236,10476,1475,0.0225276823214968
"seralStage",149,8,1420,3,516,10476,3225,0.0492554410080183
"seralStage",149,8,1420,4,9702,10476,60637.5,0.926116838487973
"seralStage",149,8,1440,1,24,10476,150,0.00229095074455899
"seralStage",149,8,1440,2,262,10476,1637.5,0.0250095456281023
"seralStage",149,8,1440,3,487,10476,3043.75,0.0464872088583429
"seralStage",149,8,1440,4,9703,10476,60643.75,0.926212294768996
"seralStage",149,8,1460,1,19,10476,118.75,0.00181366933944254
"seralStage",149,8,1460,2,234,10476,1462.5,0.0223367697594502
"seralStage",149,8,1460,3,497,10476,3106.25,0.0474417716685758
"seralStage",149,8,1460,4,9724,10476,60775,0.928216876670485
"seralStage",149,8,1480,1,31,10476,193.75,0.00295914471172203
"seralStage",149,8,1480,2,241,10476,1506.25,0.0230049637266132
"seralStage",149,8,1480,3,509,10476,3181.25,0.0485872470408553
"seralStage",149,8,1480,4,9693,10476,60581.25,0.925257731958763
"seralStage",149,8,1500,1,28,10476,175,0.00267277586865216
"seralStage",149,8,1500,2,240,10476,1500,0.0229095074455899
"seralStage",149,8,1500,3,494,10476,3087.5,0.0471554028255059
"seralStage",149,8,1500,4,9712,10476,60700,0.927071401298205
"seralStage",149,8,1520,1,17,10476,106.25,0.00162275677739595
"seralStage",149,8,1520,2,251,10476,1568.75,0.0239595265368461
"seralStage",149,8,1520,3,520,10476,3250,0.0496372661321115
"seralStage",149,8,1520,4,9684,10476,60525,0.924398625429553
"seralStage",149,8,1540,1,14,10476,87.5,0.00133638793432608
"seralStage",149,8,1540,2,267,10476,1668.75,0.0254868270332188
"seralStage",149,8,1540,3,515,10476,3218.75,0.049159984726995
"seralStage",149,8,1540,4,9677,10476,60481.25,0.92373043146239
"seralStage",149,8,1560,1,27,10476,168.75,0.00257731958762887
"seralStage",149,8,1560,2,232,10476,1450,0.0221458571974036
"seralStage",149,8,1560,3,560,10476,3500,0.0534555173730431
"seralStage",149,8,1560,4,9654,10476,60337.5,0.921534936998854
"seralStage",149,8,1580,1,27,10476,168.75,0.00257731958762887
"seralStage",149,8,1580,2,213,10476,1331.25,0.0203321878579611
"seralStage",149,8,1580,3,503,10476,3143.75,0.0480145093547155
"seralStage",149,8,1580,4,9731,10476,60818.75,0.928885070637648
"seralStage",149,8,1600,1,28,10476,175,0.00267277586865216
"seralStage",149,8,1600,2,258,10476,1612.5,0.0246277205040092
"seralStage",149,8,1600,3,482,10476,3012.5,0.0460099274532264
"seralStage",149,8,1600,4,9708,10476,60675,0.926689576174112
"seralStage",149,8,1620,1,28,10476,175,0.00267277586865216
"seralStage",149,8,1620,2,263,10476,1643.75,0.0251050019091256
"seralStage",149,8,1620,3,507,10476,3168.75,0.0483963344788087
"seralStage",149,8,1620,4,9675,10476,60468.75,0.923539518900344
"seralStage",149,8,1640,1,33,10476,206.25,0.00315005727376861
"seralStage",149,8,1640,2,263,10476,1643.75,0.0251050019091256
"seralStage",149,8,1640,3,516,10476,3225,0.0492554410080183
"seralStage",149,8,1640,4,9661,10476,60381.25,0.922203130966018
"seralStage",149,8,1660,1,28,10476,175,0.00267277586865216
"seralStage",149,8,1660,2,259,10476,1618.75,0.0247231767850325
"seralStage",149,8,1660,3,530,10476,3312.5,0.0505918289423444
"seralStage",149,8,1660,4,9658,10476,60362.5,0.921916762122948
"seralStage",149,8,1680,1,19,10476,118.75,0.00181366933944254
"seralStage",149,8,1680,2,282,10476,1762.5,0.0269186712485682
"seralStage",149,8,1680,3,515,10476,3218.75,0.049159984726995
"seralStage",149,8,1680,4,9658,10476,60362.5,0.921916762122948
"seralStage",149,8,1700,1,19,10476,118.75,0.00181366933944254
"seralStage",149,8,1700,2,242,10476,1512.5,0.0231004200076365
"seralStage",149,8,1700,3,546,10476,3412.5,0.0521191294387171
"seralStage",149,8,1700,4,9665,10476,60406.25,0.922584956090111
"seralStage",149,8,1720,1,30,10476,187.5,0.00286368843069874
"seralStage",149,8,1720,2,236,10476,1475,0.0225276823214968
"seralStage",149,8,1720,3,514,10476,3212.5,0.0490645284459717
"seralStage",149,8,1720,4,9693,10476,60581.25,0.925257731958763
"seralStage",149,8,1740,1,33,10476,206.25,0.00315005727376861
"seralStage",149,8,1740,2,241,10476,1506.25,0.0230049637266132
"seralStage",149,8,1740,3,499,10476,3118.75,0.0476326842306224
"seralStage",149,8,1740,4,9701,10476,60631.25,0.926021382206949
"seralStage",149,8,1760,1,33,10476,206.25,0.00315005727376861
"seralStage",149,8,1760,2,308,10476,1925,0.0294005345551737
"seralStage",149,8,1760,3,490,10476,3062.5,0.0467735777014128
"seralStage",149,8,1760,4,9643,10476,60268.75,0.920484917907598
"seralStage",149,8,1780,1,29,10476,181.25,0.00276823214967545
"seralStage",149,8,1780,2,276,10476,1725,0.0263459335624284
"seralStage",149,8,1780,3,535,10476,3343.75,0.0510691103474609
"seralStage",149,8,1780,4,9634,10476,60212.5,0.919625811378389
"seralStage",149,8,1800,1,24,10476,150,0.00229095074455899
"seralStage",149,8,1800,2,265,10476,1656.25,0.0252959144711722
"seralStage",149,8,1800,3,517,10476,3231.25,0.0493508972890416
"seralStage",149,8,1800,4,9667,10476,60418.75,0.922775868652157
"seralStage",149,8,1820,1,22,10476,137.5,0.00210003818251241
"seralStage",149,8,1820,2,270,10476,1687.5,0.0257731958762887
"seralStage",149,8,1820,3,541,10476,3381.25,0.0516418480336006
"seralStage",149,8,1820,4,9639,10476,60243.75,0.920103092783505
"seralStage",149,8,1840,1,23,10476,143.75,0.0021954944635357
"seralStage",149,8,1840,2,248,10476,1550,0.0236731576937763
"seralStage",149,8,1840,3,542,10476,3387.5,0.0517373043146239
"seralStage",149,8,1840,4,9660,10476,60375,0.922107674684994
"seralStage",149,8,1860,1,26,10476,162.5,0.00248186330660557
"seralStage",149,8,1860,2,248,10476,1550,0.0236731576937763
"seralStage",149,8,1860,3,518,10476,3237.5,0.0494463535700649
"seralStage",149,8,1860,4,9678,10476,60487.5,0.923825887743414
"seralStage",149,8,1880,1,29,10476,181.25,0.00276823214967545
"seralStage",149,8,1880,2,259,10476,1618.75,0.0247231767850325
"seralStage",149,8,1880,3,493,10476,3081.25,0.0470599465444826
"seralStage",149,8,1880,4,9689,10476,60556.25,0.92487590683467
"seralStage",149,8,1900,1,31,10476,193.75,0.00295914471172203
"seralStage",149,8,1900,2,266,10476,1662.5,0.0253913707521955
"seralStage",149,8,1900,3,518,10476,3237.5,0.0494463535700649
"seralStage",149,8,1900,4,9657,10476,60356.25,0.921821305841924
"seralStage",149,8,1920,1,32,10476,200,0.00305460099274532
"seralStage",149,8,1920,2,260,10476,1625,0.0248186330660557
"seralStage",149,8,1920,3,542,10476,3387.5,0.0517373043146239
"seralStage",149,8,1920,4,9638,10476,60237.5,0.920007636502482
"seralStage",149,8,1940,1,31,10476,193.75,0.00295914471172203
"seralStage",149,8,1940,2,264,10476,1650,0.0252004581901489
"seralStage",149,8,1940,3,522,10476,3262.5,0.0498281786941581
"seralStage",149,8,1940,4,9656,10476,60350,0.921725849560901
"seralStage",149,8,1960,1,22,10476,137.5,0.00210003818251241
"seralStage",149,8,1960,2,259,10476,1618.75,0.0247231767850325
"seralStage",149,8,1960,3,539,10476,3368.75,0.051450935471554
"seralStage",149,8,1960,4,9651,10476,60318.75,0.921248568155785
"seralStage",149,8,1980,1,28,10476,175,0.00267277586865216
"seralStage",149,8,1980,2,247,10476,1543.75,0.023577701412753
"seralStage",149,8,1980,3,513,10476,3206.25,0.0489690721649485
"seralStage",149,8,1980,4,9685,10476,60531.25,0.924494081710577
"seralStage",149,8,2000,1,34,10476,212.5,0.00324551355479191
"seralStage",149,8,2000,2,250,10476,1562.5,0.0238640702558228
"seralStage",149,8,2000,3,525,10476,3281.25,0.050114547537228
"seralStage",149,8,2000,4,9664,10476,60400,0.922489499809087
"seralStage",149,9,1400,1,28,10477,175,0.00267252075975947
"seralStage",149,9,1400,2,240,10477,1500,0.0229073207979383
"seralStage",149,9,1400,3,510,10477,3187.5,0.048678056695619
"seralStage",149,9,1400,4,9699,10477,60618.75,0.925742101746683
"seralStage",149,9,1420,1,34,10477,212.5,0.00324520377970793
"seralStage",149,9,1420,2,256,10477,1600,0.0244344755178009
"seralStage",149,9,1420,3,505,10477,3156.25,0.0482008208456619
"seralStage",149,9,1420,4,9680,10477,60500,0.923928605516846
"seralStage",149,9,1440,1,31,10477,193.75,0.0029588622697337
"seralStage",149,9,1440,2,268,10477,1675,0.0255798415576978
"seralStage",149,9,1440,3,485,10477,3031.25,0.0462918774458337
"seralStage",149,9,1440,4,9692,10477,60575,0.925073971556743
"seralStage",149,9,1460,1,34,10477,212.5,0.00324520377970793
"seralStage",149,9,1460,2,268,10477,1675,0.0255798415576978
"seralStage",149,9,1460,3,488,10477,3050,0.046578218955808
"seralStage",149,9,1460,4,9685,10477,60531.25,0.924405841366803
"seralStage",149,9,1480,1,29,10477,181.25,0.00276796792975088
"seralStage",149,9,1480,2,251,10477,1568.75,0.0239572396678438
"seralStage",149,9,1480,3,514,10477,3212.5,0.0490598453755846
"seralStage",149,9,1480,4,9681,10477,60506.25,0.924024052686838
"seralStage",149,9,1500,1,28,10477,175,0.00267252075975947
"seralStage",149,9,1500,2,251,10477,1568.75,0.0239572396678438
"seralStage",149,9,1500,3,529,10477,3306.25,0.0504915529254558
"seralStage",149,9,1500,4,9667,10477,60418.75,0.922687792306958
"seralStage",149,9,1520,1,24,10477,150,0.00229073207979383
"seralStage",149,9,1520,2,240,10477,1500,0.0229073207979383
"seralStage",149,9,1520,3,492,10477,3075,0.0469600076357736
"seralStage",149,9,1520,4,9721,10477,60756.25,0.927841939486494
"seralStage",149,9,1540,1,26,10477,162.5,0.00248162641977665
"seralStage",149,9,1540,2,258,10477,1612.5,0.0246253698577837
"seralStage",149,9,1540,3,491,10477,3068.75,0.0468645604657822
"seralStage",149,9,1540,4,9702,10477,60637.5,0.926028443256657
"seralStage",149,9,1560,1,29,10477,181.25,0.00276796792975088
"seralStage",149,9,1560,2,272,10477,1700,0.0259616302376635
"seralStage",149,9,1560,3,538,10477,3362.5,0.0513505774553784
"seralStage",149,9,1560,4,9638,10477,60237.5,0.919919824377207
"seralStage",149,9,1580,1,41,10477,256.25,0.0039133339696478
"seralStage",149,9,1580,2,251,10477,1568.75,0.0239572396678438
"seralStage",149,9,1580,3,520,10477,3250,0.0496325283955331
"seralStage",149,9,1580,4,9665,10477,60406.25,0.922496897966975
"seralStage",149,9,1600,1,26,10477,162.5,0.00248162641977665
"seralStage",149,9,1600,2,269,10477,1681.25,0.0256752887276892
"seralStage",149,9,1600,3,494,10477,3087.5,0.0471509019757564
"seralStage",149,9,1600,4,9687,10477,60543.75,0.924596735706786
"seralStage",149,9,1620,1,23,10477,143.75,0.00219528490980242
"seralStage",149,9,1620,2,259,10477,1618.75,0.0247208170277751
"seralStage",149,9,1620,3,534,10477,3337.5,0.0509687887754128
"seralStage",149,9,1620,4,9659,10477,60368.75,0.921924214947027
"seralStage",149,9,1640,1,24,10477,150,0.00229073207979383
"seralStage",149,9,1640,2,259,10477,1618.75,0.0247208170277751
"seralStage",149,9,1640,3,547,10477,3418.75,0.0522096019853011
"seralStage",149,9,1640,4,9643,10477,60268.75,0.920397060227164
"seralStage",149,9,1660,1,35,10477,218.75,0.00334065094969934
"seralStage",149,9,1660,2,251,10477,1568.75,0.0239572396678438
"seralStage",149,9,1660,3,529,10477,3306.25,0.0504915529254558
"seralStage",149,9,1660,4,9659,10477,60368.75,0.921924214947027
"seralStage",149,9,1680,1,21,10477,131.25,0.0020043905698196
"seralStage",149,9,1680,2,255,10477,1593.75,0.0243390283478095
"seralStage",149,9,1680,3,524,10477,3275,0.0500143170754987
"seralStage",149,9,1680,4,9673,10477,60456.25,0.923260475326907
"seralStage",149,9,1700,1,29,10477,181.25,0.00276796792975088
"seralStage",149,9,1700,2,231,10477,1443.75,0.0220482962680157
"seralStage",149,9,1700,3,520,10477,3250,0.0496325283955331
"seralStage",149,9,1700,4,9695,10477,60593.75,0.925360313066718
"seralStage",149,9,1720,1,36,10477,225,0.00343609811969075
"seralStage",149,9,1720,2,245,10477,1531.25,0.0233845566478954
"seralStage",149,9,1720,3,526,10477,3287.5,0.0502052114154815
"seralStage",149,9,1720,4,9667,10477,60418.75,0.922687792306958
"seralStage",149,9,1740,1,26,10477,162.5,0.00248162641977665
"seralStage",149,9,1740,2,254,10477,1587.5,0.0242435811778181
"seralStage",149,9,1740,3,510,10477,3187.5,0.048678056695619
"seralStage",149,9,1740,4,9684,10477,60525,0.924310394196812
"seralStage",149,9,1760,1,19,10477,118.75,0.00181349622983679
"seralStage",149,9,1760,2,283,10477,1768.75,0.027011549107569
"seralStage",149,9,1760,3,475,10477,2968.75,0.0453374057459196
"seralStage",149,9,1760,4,9696,10477,60600,0.925455760236709
"seralStage",149,9,1780,1,29,10477,181.25,0.00276796792975088
"seralStage",149,9,1780,2,257,10477,1606.25,0.0245299226877923
"seralStage",149,9,1780,3,594,10477,3712.5,0.0566956189748974
"seralStage",149,9,1780,4,9593,10477,59956.25,0.915624701727594
"seralStage",149,9,1800,1,30,10477,187.5,0.00286341509974229
"seralStage",149,9,1800,2,274,10477,1712.5,0.0261525245776463
"seralStage",149,9,1800,3,535,10477,3343.75,0.0510642359454042
"seralStage",149,9,1800,4,9635,10477,60218.75,0.919633482867233
"seralStage",149,9,1820,1,25,10477,156.25,0.00238617924978524
"seralStage",149,9,1820,2,274,10477,1712.5,0.0261525245776463
"seralStage",149,9,1820,3,542,10477,3387.5,0.0517323661353441
"seralStage",149,9,1820,4,9631,10477,60193.75,0.919251694187267
"seralStage",149,9,1840,1,28,10477,175,0.00267252075975947
"seralStage",149,9,1840,2,264,10477,1650,0.0251980528777322
"seralStage",149,9,1840,3,501,10477,3131.25,0.0478190321656963
"seralStage",149,9,1840,4,9679,10477,60493.75,0.923833158346855
"seralStage",149,9,1860,1,24,10477,150,0.00229073207979383
"seralStage",149,9,1860,2,245,10477,1531.25,0.0233845566478954
"seralStage",149,9,1860,3,543,10477,3393.75,0.0518278133053355
"seralStage",149,9,1860,4,9658,10477,60362.5,0.921828767777035
"seralStage",149,9,1880,1,33,10477,206.25,0.00314975660971652
"seralStage",149,9,1880,2,219,10477,1368.75,0.0209029302281187
"seralStage",149,9,1880,3,520,10477,3250,0.0496325283955331
"seralStage",149,9,1880,4,9701,10477,60631.25,0.925932996086666
"seralStage",149,9,1900,1,24,10477,150,0.00229073207979383
"seralStage",149,9,1900,2,269,10477,1681.25,0.0256752887276892
"seralStage",149,9,1900,3,470,10477,2937.5,0.0448601698959626
"seralStage",149,9,1900,4,9709,10477,60681.25,0.926696573446597
"seralStage",149,9,1920,1,22,10477,137.5,0.00209983773981101
"seralStage",149,9,1920,2,249,10477,1556.25,0.023766345327861
"seralStage",149,9,1920,3,537,10477,3356.25,0.051255130285387
"seralStage",149,9,1920,4,9663,10477,60393.75,0.922306003626992
"seralStage",149,9,1940,1,22,10477,137.5,0.00209983773981101
"seralStage",149,9,1940,2,247,10477,1543.75,0.0235754509878782
"seralStage",149,9,1940,3,523,10477,3268.75,0.0499188699055073
"seralStage",149,9,1940,4,9679,10477,60493.75,0.923833158346855
"seralStage",149,9,1960,1,22,10477,137.5,0.00209983773981101
"seralStage",149,9,1960,2,259,10477,1618.75,0.0247208170277751
"seralStage",149,9,1960,3,528,10477,3300,0.0503961057554643
"seralStage",149,9,1960,4,9659,10477,60368.75,0.921924214947027
"seralStage",149,9,1980,1,31,10477,193.75,0.0029588622697337
"seralStage",149,9,1980,2,250,10477,1562.5,0.0238617924978524
"seralStage",149,9,1980,3,537,10477,3356.25,0.051255130285387
"seralStage",149,9,1980,4,9652,10477,60325,0.921256084757087
"seralStage",149,9,2000,1,26,10477,162.5,0.00248162641977665
"seralStage",149,9,2000,2,260,10477,1625,0.0248162641977665
"seralStage",149,9,2000,3,534,10477,3337.5,0.0509687887754128
"seralStage",149,9,2000,4,9650,10477,60312.5,0.921065190417104
"seralStage",149,10,1400,1,35,10475,218.75,0.00334128878281623
"seralStage",149,10,1400,2,272,10475,1700,0.0259665871121718
"seralStage",149,10,1400,3,502,10475,3137.5,0.0479236276849642
"seralStage",149,10,1400,4,9666,10475,60412.5,0.922768496420048
"seralStage",149,10,1420,1,16,10475,100,0.00152744630071599
"seralStage",149,10,1420,2,279,10475,1743.75,0.0266348448687351
"seralStage",149,10,1420,3,511,10475,3193.75,0.0487828162291169
"seralStage",149,10,1420,4,9664,10475,60400,0.922577565632458
"seralStage",149,10,1440,1,28,10475,175,0.00267303102625298
"seralStage",149,10,1440,2,258,10475,1612.5,0.0246300715990453
"seralStage",149,10,1440,3,497,10475,3106.25,0.0474463007159905
"seralStage",149,10,1440,4,9690,10475,60562.5,0.925059665871122
"seralStage",149,10,1460,1,25,10475,156.25,0.00238663484486874
"seralStage",149,10,1460,2,236,10475,1475,0.0225298329355609
"seralStage",149,10,1460,3,518,10475,3237.5,0.0494510739856802
"seralStage",149,10,1460,4,9692,10475,60575,0.925250596658711
"seralStage",149,10,1480,1,21,10475,131.25,0.00200477326968974
"seralStage",149,10,1480,2,262,10475,1637.5,0.0250119331742243
"seralStage",149,10,1480,3,494,10475,3087.5,0.0471599045346062
"seralStage",149,10,1480,4,9694,10475,60587.5,0.925441527446301
"seralStage",149,10,1500,1,30,10475,187.5,0.00286396181384248
"seralStage",149,10,1500,2,259,10475,1618.75,0.0247255369928401
"seralStage",149,10,1500,3,519,10475,3243.75,0.0495465393794749
"seralStage",149,10,1500,4,9662,10475,60387.5,0.922386634844869
"seralStage",149,10,1520,1,19,10475,118.75,0.00181384248210024
"seralStage",149,10,1520,2,267,10475,1668.75,0.0254892601431981
"seralStage",149,10,1520,3,558,10475,3487.5,0.0532696897374702
"seralStage",149,10,1520,4,9625,10475,60156.25,0.918854415274463
"seralStage",149,10,1540,1,31,10475,193.75,0.00295942720763723
"seralStage",149,10,1540,2,260,10475,1625,0.0248210023866348
"seralStage",149,10,1540,3,490,10475,3062.5,0.0467780429594272
"seralStage",149,10,1540,4,9689,10475,60556.25,0.924964200477327
"seralStage",149,10,1560,1,21,10475,131.25,0.00200477326968974
"seralStage",149,10,1560,2,257,10475,1606.25,0.0245346062052506
"seralStage",149,10,1560,3,523,10475,3268.75,0.0499284009546539
"seralStage",149,10,1560,4,9671,10475,60443.75,0.923245823389022
"seralStage",149,10,1580,1,28,10475,175,0.00267303102625298
"seralStage",149,10,1580,2,294,10475,1837.5,0.0280668257756563
"seralStage",149,10,1580,3,534,10475,3337.5,0.0509785202863962
"seralStage",149,10,1580,4,9616,10475,60100,0.91799522673031
"seralStage",149,10,1600,1,30,10475,187.5,0.00286396181384248
"seralStage",149,10,1600,2,253,10475,1581.25,0.0241527446300716
"seralStage",149,10,1600,3,529,10475,3306.25,0.0505011933174224
"seralStage",149,10,1600,4,9658,10475,60362.5,0.92200477326969
"seralStage",149,10,1620,1,25,10475,156.25,0.00238663484486874
"seralStage",149,10,1620,2,256,10475,1600,0.0244391408114558
"seralStage",149,10,1620,3,516,10475,3225,0.0492601431980907
"seralStage",149,10,1620,4,9675,10475,60468.75,0.9236276849642
"seralStage",149,10,1640,1,24,10475,150,0.00229116945107399
"seralStage",149,10,1640,2,287,10475,1793.75,0.0273985680190931
"seralStage",149,10,1640,3,530,10475,3312.5,0.0505966587112172
"seralStage",149,10,1640,4,9629,10475,60181.25,0.919236276849642
"seralStage",149,10,1660,1,19,10475,118.75,0.00181384248210024
"seralStage",149,10,1660,2,254,10475,1587.5,0.0242482100238663
"seralStage",149,10,1660,3,528,10475,3300,0.0504057279236277
"seralStage",149,10,1660,4,9668,10475,60425,0.922959427207637
"seralStage",149,10,1680,1,19,10475,118.75,0.00181384248210024
"seralStage",149,10,1680,2,224,10475,1400,0.0213842482100239
"seralStage",149,10,1680,3,542,10475,3387.5,0.0517422434367542
"seralStage",149,10,1680,4,9683,10475,60518.75,0.924391408114558
"seralStage",149,10,1700,1,31,10475,193.75,0.00295942720763723
"seralStage",149,10,1700,2,228,10475,1425,0.0217661097852029
"seralStage",149,10,1700,3,520,10475,3250,0.0496420047732697
"seralStage",149,10,1700,4,9693,10475,60581.25,0.925346062052506
